fixture_id,date,team_a,team_b,a_is_home,goals_a,goals_b,result,a_form_points,a_form_games_count,a_goals_for_avg,a_goals_against_avg,a_possession_avg,a_shots_total_avg,a_shots_on_goal_avg,a_corners_avg,b_form_points,b_form_games_count,b_goals_for_avg,b_goals_against_avg,b_possession_avg,b_shots_total_avg,b_shots_on_goal_avg,b_corners_avg,h2h_games,h2h_a_wins,h2h_a_draws,h2h_a_losses,ranking_a,ranking_b,ranking_diff
135780,2018-06-15,Portugal,Spain,True,3,3,Draw,2.16,15,2.09,0.73,59.92,14.43,6.26,6.04,2.48,14,2.8,0.47,63.08,13.62,5.69,6.24,0,0,0,0,1958.0,2011.0,-53.0
225527,2018-10-14,Portugal,Scotland,False,3,1,A,1.96,22,1.77,1.06,56.68,13.03,5.2,6.42,1.19,17,0.99,1.38,48.57,10.97,4.83,5.02,0,0,0,0,1958.0,1720.0,238.0
132506,2019-06-05,Portugal,Switzerland,True,3,1,A,1.62,27,1.32,0.83,56.06,13.55,4.83,7.0,1.73,28,2.18,1.21,57.47,13.77,5.18,5.78,2,1,0,1,1986.0,1897.0,89.0
332440,2020-09-08,Portugal,Sweden,False,2,0,A,2.35,36,2.76,0.76,58.5,19.6,7.76,7.8,1.98,40,1.54,0.59,49.57,12.33,5.25,5.41,0,0,0,0,2038.0,1820.0,218.0
598339,2020-10-07,Portugal,Spain,True,0,0,Draw,2.44,37,2.66,0.66,59.75,19.78,7.79,7.95,2.3,36,3.05,0.59,70.34,20.06,7.86,8.59,1,0,1,0,2038.0,2050.0,-12.0
332454,2020-10-14,Portugal,Sweden,True,3,0,A,2.09,39,2.01,0.5,58.46,18.34,7.09,7.37,1.64,43,1.37,0.96,46.63,12.05,4.3,4.67,1,1,0,0,2038.0,1820.0,218.0
672829,2021-06-04,Portugal,Spain,False,0,0,Draw,2.21,46,2.35,0.79,57.61,18.71,8.09,7.88,2.07,45,2.29,0.7,73.22,17.9,6.87,7.56,2,0,2,0,1972.0,2036.0,-64.0
813711,2022-03-24,Portugal,Türkiye,True,3,1,A,1.86,59,2.16,0.79,55.04,15.4,5.68,6.24,1.83,57,2.12,1.49,60.63,17.77,6.85,6.4,0,0,0,0,1998.0,1711.0,287.0
854578,2022-06-02,Portugal,Spain,False,1,1,Draw,2.14,61,2.24,0.71,56.88,14.86,5.59,5.83,2.31,62,2.25,0.65,73.65,14.88,5.78,6.35,3,0,3,0,1998.0,1996.0,2.0
854586,2022-06-05,Portugal,Switzerland,True,4,0,A,1.99,62,2.08,0.75,54.42,13.78,5.09,5.72,1.43,64,1.74,1.03,57.7,14.04,5.65,7.76,3,2,0,1,1998.0,1878.0,120.0
854602,2022-06-12,Portugal,Switzerland,False,0,1,B,2.24,64,2.28,0.57,55.66,13.9,5.66,6.06,1.08,66,1.31,1.36,52.01,11.84,4.36,6.7,4,3,0,1,1998.0,1878.0,120.0
854623,2022-09-27,Portugal,Spain,True,0,1,B,2.08,66,2.25,0.54,55.86,14.89,5.84,6.38,1.95,67,1.82,0.83,72.89,11.89,4.65,5.67,4,0,4,0,1998.0,1996.0,2.0
977706,2022-12-06,Portugal,Switzerland,True,6,1,A,1.93,71,2.11,0.8,56.27,13.57,5.24,5.46,1.68,73,1.32,1.2,48.32,10.25,3.47,5.14,5,3,0,2,1998.0,1878.0,120.0
1155265,2024-03-21,Portugal,Sweden,True,5,2,A,2.7,83,3.14,0.38,66.37,18.09,7.66,7.16,1.85,86,1.82,1.26,55.41,13.14,5.09,5.4,2,2,0,0,1993.0,1744.0,249.0
1145526,2024-06-22,Portugal,Türkiye,False,3,0,A,2.35,89,2.73,0.94,66.16,17.69,7.21,7.79,1.49,82,1.62,1.57,54.81,15.97,5.85,5.37,1,1,0,0,1993.0,1774.0,219.0
1172949,2024-09-08,Portugal,Scotland,True,2,1,A,2.0,94,1.84,0.77,63.68,17.21,6.07,7.88,0.83,81,1.3,2.0,53.82,10.82,2.72,4.17,1,1,0,0,1993.0,1759.0,234.0
1172968,2024-10-15,Portugal,Scotland,False,0,0,Draw,2.24,96,2.01,0.83,64.19,18.31,6.16,7.84,0.63,83,1.23,2.0,50.6,9.92,2.55,4.09,2,2,0,0,1993.0,1759.0,234.0
1377654,2025-06-08,Portugal,Spain,True,2,2,Draw,2.07,102,2.16,0.97,60.09,16.32,5.96,7.16,2.41,103,2.74,1.57,57.69,17.96,7.2,5.47,5,0,4,1,1976.0,2172.0,-196.0
965672,2022-11-16,Scotland,Türkiye,False,1,2,B,1.92,62,1.59,0.94,53.0,14.01,4.49,6.71,1.68,65,2.4,1.4,61.72,18.66,7.76,6.03,0,0,0,0,1751.0,1711.0,40.0
980496,2023-03-28,Scotland,Spain,True,2,0,A,1.85,64,1.71,0.94,53.51,13.01,4.28,6.8,1.91,74,2.03,0.66,72.74,12.3,4.8,5.16,0,0,0,0,1800.0,2033.0,-233.0
980594,2023-10-12,Scotland,Spain,False,0,2,B,2.03,69,1.84,0.94,48.61,11.42,3.34,4.98,2.04,79,2.76,0.68,71.0,17.87,6.35,6.75,1,1,0,0,1800.0,2033.0,-233.0
1145518,2024-06-19,Scotland,Switzerland,True,1,1,Draw,1.11,78,1.43,2.12,52.95,11.78,3.09,4.85,1.82,89,1.81,0.91,60.64,12.78,5.0,5.22,0,0,0,0,1759.0,1813.0,-54.0
225448,2018-06-03,Spain,Switzerland,True,1,1,Draw,2.64,12,3.51,0.47,63.1,14.1,6.0,6.1,2.51,14,2.31,0.41,59.96,15.35,5.54,4.34,0,0,0,0,2011.0,1921.0,90.0
132840,2019-06-10,Spain,Sweden,True,3,0,A,2.31,27,2.57,1.01,70.79,17.57,7.64,7.53,1.83,30,1.68,0.96,49.67,13.12,6.06,5.74,0,0,0,0,2028.0,1859.0,169.0
132953,2019-10-15,Spain,Sweden,False,1,1,Draw,2.34,31,2.51,0.8,70.37,19.09,7.36,8.17,1.85,34,1.99,0.92,50.52,12.41,5.62,5.18,1,1,0,0,2028.0,1859.0,169.0
332447,2020-10-10,Spain,Switzerland,True,1,0,A,2.13,37,2.65,0.51,70.34,20.06,7.86,8.59,1.39,39,1.8,1.11,58.6,18.99,6.04,6.46,1,0,1,0,2050.0,1870.0,180.0
332462,2020-11-14,Spain,Switzerland,False,1,1,Draw,1.82,40,1.97,0.58,69.15,19.18,7.14,8.58,1.03,42,1.65,1.43,53.32,16.19,5.68,5.36,2,1,1,0,2050.0,1870.0,180.0
657683,2021-06-14,Spain,Sweden,True,0,0,Draw,2.07,47,2.25,0.53,71.89,16.33,6.17,6.91,2.14,52,1.68,0.95,51.88,11.7,4.71,5.51,2,1,1,0,2036.0,1821.0,215.0
718243,2021-07-02,Spain,Switzerland,False,1,1,Draw,2.1,51,2.6,0.79,72.26,17.24,6.86,7.0,1.78,53,2.31,1.45,53.39,14.89,5.51,6.58,3,1,2,0,2036.0,1933.0,103.0
650994,2021-09-02,Spain,Sweden,False,1,2,B,1.83,53,2.21,0.84,71.9,18.41,6.98,7.61,1.95,56,1.53,1.03,43.19,11.03,3.86,5.36,3,1,2,0,2036.0,1821.0,215.0
651139,2021-11-14,Spain,Sweden,True,1,0,A,1.96,59,1.93,0.82,71.99,15.51,5.4,6.43,1.9,62,1.55,1.02,46.24,13.14,5.36,6.52,4,1,2,1,2036.0,1821.0,215.0
854594,2022-06-09,Spain,Switzerland,False,1,0,A,2.0,64,2.07,0.87,72.97,14.11,5.19,6.42,1.24,65,1.51,1.41,55.53,12.68,4.94,7.35,4,1,3,0,1996.0,1878.0,118.0
854616,2022-09-24,Spain,Switzerland,True,1,2,B,2.24,66,1.94,0.66,72.54,12.52,4.75,5.13,1.33,67,1.27,1.18,50.58,10.84,4.02,5.73,5,2,3,0,1996.0,1878.0,118.0
1172950,2024-09-08,Spain,Switzerland,False,4,1,A,2.49,95,2.14,0.66,65.3,17.79,6.14,6.79,1.48,94,1.37,0.99,53.07,10.99,3.91,4.23,6,2,3,1,2178.0,1813.0,365.0
1172984,2024-11-18,Spain,Switzerland,True,3,2,A,2.71,99,2.27,0.59,60.79,18.25,6.44,6.13,1.09,98,1.23,1.46,58.14,13.15,4.14,5.21,7,3,3,1,2178.0,1813.0,365.0
1366289,2025-09-07,Spain,Türkiye,False,6,0,A,2.33,105,2.69,1.41,60.71,18.52,7.68,5.38,1.96,97,1.8,1.23,53.76,14.56,4.45,5.3,0,0,0,0,2172.0,1880.0,292.0
1366326,2025-11-18,Spain,Türkiye,True,2,2,Draw,2.61,109,3.22,0.81,63.98,20.32,8.27,6.43,2.15,101,2.34,1.43,56.55,14.65,4.97,6.47,1,1,0,0,2172.0,1880.0,292.0
135767,2018-07-03,Sweden,Switzerland,True,1,0,A,1.52,19,1.42,0.66,41.75,9.39,3.8,3.69,2.12,19,1.95,0.78,57.21,12.76,4.05,4.26,0,0,0,0,1850.0,1921.0,-71.0
132538,2018-09-10,Sweden,Türkiye,True,2,3,B,1.28,22,1.01,0.94,43.0,8.51,3.51,3.34,1.36,16,1.42,1.42,55.65,8.39,4.35,4.12,0,0,0,0,1850.0,1690.0,160.0
132551,2018-11-17,Sweden,Türkiye,False,1,0,A,1.08,25,0.99,1.04,41.83,8.54,3.65,4.48,1.3,19,1.22,1.39,57.02,8.79,4.06,4.97,1,0,0,1,1850.0,1690.0,160.0
1323319,2025-10-10,Sweden,Switzerland,True,0,2,B,1.81,102,2.25,1.4,59.57,15.58,6.44,6.47,1.98,105,2.44,1.03,58.3,12.09,4.99,5.45,1,1,0,0,1660.0,1897.0,-237.0
1323356,2025-11-15,Sweden,Switzerland,False,1,4,B,1.37,104,1.7,1.42,58.44,14.27,5.39,6.91,1.97,107,2.08,0.78,59.25,12.51,5.07,5.66,2,1,0,1,1660.0,1897.0,-237.0
657698,2021-06-20,Switzerland,Türkiye,True,3,1,A,1.74,51,2.09,1.25,56.23,13.99,4.58,6.67,1.44,49,1.42,1.43,52.52,12.37,4.63,4.8,0,0,0,0,1933.0,1726.0,207.0
